# Constructed from biom file
#OTU ID	B1C1a	B1C2a	B1C3a	B1C4a	B1O2b	B1O1b	taxonomy	KEGG_Description
K03488	34.0	12.0	12.0	30.0	36.0	50.0	0.0	beta-glucoside operon transcriptional antiterminator
K03489	0.0	1.0	0.0	1.0	2.0	1.0	0.0	GntR family transcriptional regulator, transcriptional regulator of bglA
K03482	1.0	0.0	0.0	0.0	8.0	0.0	0.0	GntR family transcriptional regulator, glv operon transcriptional regulator
K03483	8.0	8.0	7.0	13.0	23.0	12.0	0.0	mannitol operon transcriptional antiterminator
K03480	23.0	10.0	17.0	26.0	31.0	54.0	0.0	transcriptional antiterminator
K03481	4.0	3.0	2.0	5.0	12.0	7.0	0.0	RpiR family transcriptional regulator, glv operon transcriptional regulator
K03486	4.0	7.0	12.0	19.0	17.0	10.0	0.0	GntR family transcriptional regulator, trehalose operon transcriptional repressor
K03487	1.0	0.0	0.0	0.0	8.0	0.0	0.0	LacI family transcriptional regulator, asc operon repressor
K03484	47.0	10.0	12.0	13.0	40.0	84.0	0.0	LacI family transcriptional regulator, sucrose operon repressor
K03485	1.0	0.0	0.0	0.0	8.0	0.0	0.0	LacI family transcriptional regulator, trehalose operon repressor
K02287	0.0	6.0	3.0	3.0	26.0	3.0	0.0	phycocyanin-associated, rod
K02286	1.0	10.0	5.0	6.0	44.0	4.0	0.0	phycocyanin-associated rod linker protein
K02285	1.0	9.0	4.0	6.0	40.0	4.0	0.0	phycocyanin beta chain
K02284	1.0	9.0	4.0	6.0	38.0	4.0	0.0	phycocyanin alpha chain
K02283	877.0	917.0	854.0	1281.0	1373.0	1067.0	0.0	pilus assembly protein CpaF
K02282	448.0	456.0	424.0	554.0	756.0	530.0	0.0	pilus assembly protein CpaE
K02281	36.0	35.0	39.0	43.0	76.0	47.0	0.0	pilus assembly protein CpaD
K02280	192.0	231.0	224.0	250.0	412.0	248.0	0.0	pilus assembly protein CpaC
K02289	0.0	6.0	3.0	3.0	28.0	3.0	0.0	phycocyanobilin lyase beta subunit
K02288	0.0	6.0	3.0	3.0	28.0	3.0	0.0	phycocyanobilin lyase alpha subunit [EC:4.-.-.-]
K03626	2.0	2.0	1.0	6.0	4.0	4.0	0.0	nascent polypeptide-associated complex subunit alpha
K03627	2.0	2.0	0.0	4.0	4.0	2.0	0.0	putative transcription factor
K03624	761.0	712.0	655.0	1109.0	1137.0	954.0	0.0	transcription elongation factor GreA
K03625	641.0	634.0	592.0	924.0	1070.0	819.0	0.0	N utilization substance protein B
K03151	99.0	46.0	45.0	101.0	116.0	143.0	0.0	thiamine biosynthesis protein ThiI
K03620	14.0	9.0	17.0	11.0	35.0	20.0	0.0	Ni/Fe-hydrogenase 1 B-type cytochrome subunit
K03153	500.0	535.0	469.0	782.0	805.0	578.0	0.0	glycine oxidase [EC:1.4.3.19]
K08869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	aarF domain-containing kinase
K03628	682.0	714.0	673.0	987.0	1217.0	897.0	0.0	transcription termination factor Rho
K03629	455.0	376.0	338.0	604.0	705.0	569.0	0.0	DNA replication and repair protein RecF
K09738	2.0	2.0	0.0	4.0	2.0	2.0	0.0	hypothetical protein
K09739	2.0	2.0	1.0	4.0	4.0	2.0	0.0	hypothetical protein
K09736	0.0	2.0	1.0	4.0	3.0	3.0	0.0	hypothetical protein
K09737	0.0	0.0	0.0	0.0	1.0	0.0	0.0	hypothetical protein
K09735	2.0	2.0	1.0	6.0	4.0	4.0	0.0	hypothetical protein
K09732	2.0	2.0	1.0	3.0	3.0	2.0	0.0	hypothetical protein
K09733	33.0	47.0	39.0	48.0	94.0	51.0	0.0	hypothetical protein
K09730	2.0	2.0	0.0	4.0	4.0	2.0	0.0	hypothetical protein
K09731	1.0	1.0	0.0	2.0	2.0	1.0	0.0	hypothetical protein
K09888	251.0	281.0	268.0	373.0	442.0	327.0	0.0	cell division protein ZapA
K09889	9.0	14.0	16.0	10.0	51.0	22.0	0.0	ribosome-associated protein; hypothetical protein
K09880	14.0	7.0	14.0	11.0	40.0	15.0	0.0	enolase-phosphatase E1 [EC:3.1.3.77]
K09882	37.0	38.0	40.0	44.0	74.0	46.0	0.0	cobaltochelatase CobS [EC:6.6.1.2]
K09883	35.0	37.0	37.0	43.0	67.0	43.0	0.0	cobaltochelatase CobT [EC:6.6.1.2]
K09884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	aquaporin rerated protein, invertebrate
K09887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	dCTP deaminase (dUMP-forming) [EC:3.5.4.30]
K11027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	pertussis toxin subunit 5
K11026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	pertussis toxin subunit 4
K11025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	pertussis toxin subunit 3
K11024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	pertussis toxin subunit 2
K07679	0.0	0.0	0.0	0.0	7.0	0.0	0.0	two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]
K07678	1.0	0.0	1.0	0.0	9.0	0.0	0.0	two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]
K11021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	insecticidal toxin complex protein TccC
K11020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	exotoxin A [EC:2.4.2.-]
K07675	203.0	165.0	80.0	322.0	240.0	159.0	0.0	two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]
K07674	0.0	0.0	0.0	0.0	8.0	1.0	0.0	two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]
K07676	1.0	0.0	0.0	0.0	8.0	0.0	0.0	two-component system, NarL family, sensor histidine kinase RcsD [EC:2.7.13.3]
K07671	4.0	6.0	4.0	16.0	14.0	2.0	0.0	two-component system, OmpR family, response regulator PrrA
K07670	92.0	78.0	105.0	133.0	173.0	153.0	0.0	two-component system, OmpR family, response regulator MtrA
K07673	148.0	93.0	52.0	143.0	119.0	94.0	0.0	two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]
K07672	1.0	2.0	0.0	16.0	1.0	0.0	0.0	two-component system, OmpR family, response regulator TrcR
K01117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sphingomyelin phosphodiesterase [EC:3.1.4.12]
K12048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ComB10 competence protein
K07019	230.0	294.0	290.0	338.0	526.0	317.0	0.0	None
K07018	353.0	395.0	318.0	489.0	516.0	348.0	0.0	None
K07011	770.0	838.0	734.0	1282.0	1237.0	916.0	0.0	None
K07010	673.0	704.0	601.0	1073.0	1073.0	782.0	0.0	putative glutamine amidotransferase
K07013	71.0	92.0	106.0	92.0	204.0	128.0	0.0	None
K07012	432.0	439.0	369.0	577.0	719.0	547.0	0.0	None
K07015	47.0	24.0	21.0	29.0	77.0	85.0	0.0	None
K07014	48.0	70.0	44.0	50.0	103.0	51.0	0.0	None
K07017	62.0	40.0	39.0	38.0	105.0	67.0	0.0	None
K07016	40.0	33.0	51.0	66.0	64.0	80.0	0.0	None
K10084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ER degradation enhancer, mannosidase alpha-like 1
K08372	481.0	505.0	420.0	889.0	722.0	544.0	0.0	putative serine protease PepD [EC:3.4.21.-]
K05884	5.0	12.0	6.0	4.0	21.0	14.0	0.0	(R)-2-hydroxyacid dehydrogenase [EC:1.1.1.272]
K05885	263.0	259.0	187.0	303.0	426.0	246.0	0.0	2,5-diketo-D-gluconate reductase [EC:1.1.1.274]
K05886	2.0	1.0	1.0	2.0	6.0	3.0	0.0	serine 3-dehydrogenase [EC:1.1.1.276]
K05887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	quinate/shikimate dehydrogenase [EC:1.1.1.282]
K05880	1.0	0.0	0.0	0.0	0.0	1.0	0.0	transcriptional activator for dhaKLM operon
K05881	4.0	1.0	2.0	3.0	2.0	5.0	0.0	PTS hybrid protein
K05882	221.0	182.0	103.0	322.0	244.0	171.0	0.0	aryl-alcohol dehydrogenase (NADP+) [EC:1.1.1.91]
K05883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
K08902	0.0	6.0	3.0	3.0	28.0	3.0	0.0	photosystem II Psb27 protein
K05739	4.0	7.0	11.0	17.0	14.0	8.0	0.0	hypothetical protein
K05888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
K05889	7.0	4.0	6.0	0.0	15.0	6.0	0.0	polyvinyl alcohol dehydrogenase (cytochrome) [EC:1.1.2.6]; polyvinyl-alcohol dehydrogenase (acceptor) [EC:1.1.99.23]
K08903	0.0	6.0	3.0	3.0	28.0	3.0	0.0	photosystem II 13kDa protein; photosystem II reaction center 13kDa protein
K00547	397.0	406.0	322.0	662.0	540.0	385.0	0.0	homocysteine S-methyltransferase [EC:2.1.1.10]
K00544	0.0	0.0	2.0	0.0	0.0	0.0	0.0	betaine-homocysteine S-methyltransferase [EC:2.1.1.5]
K00545	3.0	5.0	3.0	16.0	9.0	0.0	0.0	catechol O-methyltransferase [EC:2.1.1.6]
K00542	11.0	14.0	8.0	22.0	17.0	12.0	0.0	guanidinoacetate N-methyltransferase [EC:2.1.1.2]
K00543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	acetylserotonin N-methyltransferase [EC:2.1.1.4]
K00540	2009.0	2304.0	1985.0	3655.0	3925.0	2473.0	0.0	None
K00548	729.0	813.0	797.0	1123.0	1392.0	994.0	0.0	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
K00549	582.0	609.0	486.0	1052.0	930.0	660.0	0.0	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]
K01145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	exodeoxyribonuclease VII [EC:3.1.11.6]
K01412	38.0	50.0	37.0	64.0	116.0	56.0	0.0	mitochondrial processing peptidase [EC:3.4.24.64]
K01147	117.0	183.0	134.0	228.0	223.0	111.0	0.0	exoribonuclease II [EC:3.1.13.1]
K01417	801.0	764.0	723.0	952.0	1421.0	948.0	0.0	None
K00038	73.0	86.0	103.0	110.0	197.0	131.0	0.0	3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K01143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	exodeoxyribonuclease (lambda-induced) [EC:3.1.11.3]
K01142	512.0	545.0	554.0	737.0	1005.0	750.0	0.0	exodeoxyribonuclease III [EC:3.1.11.2]
K01419	430.0	473.0	402.0	598.0	683.0	471.0	0.0	ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]; ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.-]
K00788	955.0	1014.0	915.0	1396.0	1567.0	1189.0	0.0	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]
K00789	825.0	870.0	755.0	1258.0	1347.0	1008.0	0.0	S-adenosylmethionine synthetase [EC:2.5.1.6]
K12502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MPBQ/MSBQ methyltransferase
K14762	1.0	0.0	0.0	0.0	8.0	0.0	0.0	ribosome-associated protein
K14761	171.0	135.0	117.0	247.0	301.0	244.0	0.0	ribosome-associated protein
K06195	86.0	89.0	93.0	84.0	246.0	147.0	0.0	ApaG protein
K03819	1.0	0.0	0.0	0.0	8.0	1.0	0.0	putative colanic acid biosynthesis acetyltransferase WcaB [EC:2.3.1.-]
K03818	130.0	195.0	161.0	237.0	282.0	142.0	0.0	putative colanic acid biosynthesis acetyltransferase WcaF [EC:2.3.1.-]
K03814	207.0	268.0	276.0	331.0	422.0	311.0	0.0	monofunctional biosynthetic peptidoglycan transglycosylase [EC:2.4.1.-]
K03817	124.0	91.0	56.0	131.0	140.0	105.0	0.0	ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]
K03816	57.0	29.0	40.0	50.0	61.0	107.0	0.0	xanthine phosphoribosyltransferase [EC:2.4.2.22]
K03811	54.0	41.0	52.0	63.0	105.0	73.0	0.0	nicotinamide mononucleotide transporter
K03810	23.0	21.0	18.0	39.0	52.0	34.0	0.0	virulence factor
K03813	9.0	7.0	4.0	8.0	13.0	9.0	0.0	molybdenum transport protein [EC:2.4.2.-]
K11908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sigma-54 specific transcriptional regulator
K11909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	type VI secretion system protein VasI
K11904	50.0	35.0	18.0	36.0	115.0	60.0	0.0	type VI secretion system secreted protein VgrG
K11905	20.0	13.0	9.0	14.0	39.0	22.0	0.0	type VI secretion system protein
K11906	13.0	6.0	10.0	12.0	24.0	11.0	0.0	type VI secretion system protein VasD
K11907	58.0	53.0	92.0	59.0	173.0	129.0	0.0	type VI secretion system protein VasG
K11900	74.0	71.0	97.0	90.0	175.0	125.0	0.0	type VI secretion system protein ImpC
K11901	72.0	62.0	99.0	66.0	194.0	142.0	0.0	type VI secretion system protein ImpB
K11902	50.0	54.0	94.0	49.0	161.0	121.0	0.0	type VI secretion system protein ImpA
K11903	119.0	119.0	149.0	125.0	324.0	204.0	0.0	type VI secretion system secreted protein Hcp
K10986	0.0	0.0	0.0	1.0	1.0	1.0	0.0	PTS system, galactosamine-specific IID component
K13238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3,2-trans-enoyl-CoA isomerase, mitochondrial [EC:5.3.3.8]
K13239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	peroxisomal 3,2-trans-enoyl-CoA isomerase [EC:5.3.3.8]
K13797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA-directed RNA polymerase subunit beta-beta' [EC:2.7.7.6]
K07248	13.0	6.0	12.0	16.0	24.0	17.0	0.0	lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]
K13796	32.0	29.0	38.0	31.0	66.0	53.0	0.0	tricarballylate dehydrogenase
K07244	0.0	0.0	0.0	1.0	2.0	0.0	0.0	mgtE-like transporter
K07245	175.0	175.0	175.0	329.0	329.0	256.0	0.0	putative copper resistance protein D
K07246	544.0	518.0	464.0	814.0	838.0	603.0	0.0	tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]
K07240	633.0	550.0	419.0	812.0	836.0	632.0	0.0	chromate transporter
K07241	144.0	203.0	169.0	276.0	279.0	173.0	0.0	high-affinity nickel-transport protein
K07242	0.0	6.0	3.0	3.0	24.0	3.0	0.0	putative multicomponent Na+:H+ antiporter subunit B
K07243	363.0	313.0	216.0	472.0	448.0	308.0	0.0	high-affinity iron transporter
K01268	5.0	2.0	2.0	0.0	4.0	3.0	0.0	aminopeptidase I [EC:3.4.11.22]
K05296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3(or 17)beta-hydroxysteroid dehydrogenase [EC:1.1.1.51]
K02821	18.0	16.0	18.0	13.0	70.0	33.0	0.0	PTS system, ascorbate-specific IIA component [EC:2.7.1.69]
K09016	1.0	0.0	0.0	0.0	8.0	0.0	0.0	putative pyrimidine permease RutG
K09945	30.0	31.0	23.0	33.0	45.0	33.0	0.0	hypothetical protein
K09944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	hypothetical protein
K09947	5.0	12.0	12.0	8.0	18.0	9.0	0.0	hypothetical protein
K09946	5.0	5.0	11.0	6.0	27.0	10.0	0.0	hypothetical protein
K09941	7.0	11.0	14.0	9.0	31.0	19.0	0.0	hypothetical protein
K09940	54.0	50.0	78.0	61.0	200.0	109.0	0.0	hypothetical protein
K09943	0.0	0.0	0.0	1.0	0.0	0.0	0.0	hypothetical protein
K09942	50.0	67.0	75.0	57.0	211.0	122.0	0.0	hypothetical protein
K09949	268.0	351.0	343.0	415.0	550.0	367.0	0.0	hypothetical protein
K09948	36.0	36.0	38.0	43.0	86.0	57.0	0.0	hypothetical protein
K10851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nitrogen regulatory protein A
K10850	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MFS transporter, NNP family, putative nitrate transporter
K03666	327.0	449.0	388.0	577.0	599.0	362.0	0.0	host factor-I protein
K03667	430.0	473.0	402.0	598.0	682.0	471.0	0.0	ATP-dependent HslUV protease ATP-binding subunit HslU
K03196	61.0	44.0	46.0	57.0	116.0	58.0	0.0	type IV secretion system protein VirB11
K03665	786.0	768.0	634.0	1099.0	1152.0	874.0	0.0	GTP-binding protein HflX
K11275	5.0	2.0	2.0	1.0	4.0	3.0	0.0	histone H1/5
K06012	48.0	19.0	20.0	43.0	50.0	78.0	0.0	spore protease [EC:3.4.24.78]
K00048	26.0	2.0	1.0	5.0	9.0	37.0	0.0	lactaldehyde reductase [EC:1.1.1.77]
K10857	1.0	1.0	1.0	3.0	11.0	1.0	0.0	exodeoxyribonuclease X [EC:3.1.11.-]
K09773	124.0	105.0	109.0	159.0	241.0	177.0	0.0	hypothetical protein
K00043	1.0	1.0	0.0	1.0	3.0	2.0	0.0	4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]
K00042	362.0	328.0	256.0	549.0	501.0	367.0	0.0	2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]
K00041	20.0	6.0	7.0	9.0	27.0	18.0	0.0	tagaturonate reductase [EC:1.1.1.58]
K00040	79.0	54.0	52.0	87.0	119.0	108.0	0.0	fructuronate reductase [EC:1.1.1.57]
K00046	332.0	295.0	286.0	346.0	555.0	418.0	0.0	gluconate 5-dehydrogenase [EC:1.1.1.69]
K00733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	xylosylprotein 4-beta-galactosyltransferase [EC:2.4.1.133]
K00044	46.0	41.0	32.0	129.0	64.0	50.0	0.0	estradiol 17beta-dehydrogenase [EC:1.1.1.62]
K06011	1.0	1.0	1.0	2.0	4.0	2.0	0.0	bontoxilysin [EC:3.4.24.69]
K09012	0.0	0.0	0.0	0.0	2.0	0.0	0.0	DeoR family transcriptional regulator, suf operon transcriptional repressor
K06016	321.0	343.0	357.0	453.0	549.0	407.0	0.0	N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.87]
K06017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
K06014	4.0	6.0	8.0	6.0	8.0	6.0	0.0	None
K06015	201.0	288.0	219.0	351.0	370.0	220.0	0.0	N-acyl-D-amino-acid deacylase [EC:3.5.1.81]
K06019	27.0	24.0	32.0	35.0	71.0	50.0	0.0	pyrophosphatase PpaX [EC:3.6.1.1]
K01075	38.0	46.0	37.0	39.0	110.0	66.0	0.0	4-hydroxybenzoyl-CoA thioesterase [EC:3.1.2.23]
K12221	0.0	0.0	0.0	0.0	1.0	0.0	0.0	intracellular multiplication protein IcmS
K06444	0.0	0.0	0.0	0.0	2.0	0.0	0.0	lycopene epsilon cyclase [EC:1.14.-.-]
K04632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide
K14977	38.0	34.0	16.0	124.0	36.0	29.0	0.0	ureidoglycine aminohydrolase [EC:3.5.3.-]
K14974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6-hydroxynicotinate 3-monooxygenase [EC:1.14.13.114]
K00958	233.0	243.0	188.0	347.0	359.0	248.0	0.0	sulfate adenylyltransferase [EC:2.7.7.4]
K00951	626.0	619.0	572.0	907.0	997.0	773.0	0.0	GTP pyrophosphokinase [EC:2.7.6.5]
K00950	527.0	622.0	579.0	867.0	998.0	696.0	0.0	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase [EC:2.7.6.3]; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]
K00952	3.0	4.0	2.0	7.0	4.0	6.0	0.0	nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]
K00955	276.0	291.0	319.0	396.0	623.0	431.0	0.0	bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]
K00954	673.0	687.0	625.0	966.0	1128.0	845.0	0.0	pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]
K00957	433.0	482.0	482.0	661.0	876.0	614.0	0.0	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]
K00956	284.0	320.0	308.0	452.0	520.0	382.0	0.0	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]
K00590	14.0	13.0	26.0	10.0	80.0	48.0	0.0	site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113]
K02777	33.0	23.0	32.0	68.0	68.0	48.0	0.0	PTS system, glucose-specific IIA component [EC:2.7.1.69]
K02775	17.0	11.0	4.0	21.0	42.0	22.0	0.0	PTS system, galactitol-specific IIC component
K02774	9.0	5.0	1.0	11.0	30.0	15.0	0.0	PTS system, galactitol-specific IIB component [EC:2.7.1.69]
K02773	8.0	5.0	1.0	10.0	27.0	13.0	0.0	PTS system, galactitol-specific IIA component [EC:2.7.1.69]
K02771	1.0	0.0	0.0	0.0	7.0	2.0	0.0	PTS system, fructose-specific IID component
K02770	99.0	55.0	69.0	82.0	179.0	170.0	0.0	PTS system, fructose-specific IIC component
K02779	14.0	14.0	28.0	23.0	74.0	44.0	0.0	PTS system, glucose-specific IIC component
K02778	3.0	1.0	1.0	3.0	8.0	3.0	0.0	PTS system, glucose-specific IIB component [EC:2.7.1.69]
K01606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	methylmalonyl-CoA decarboxylase gamma chain [EC:4.1.1.41]
K01607	309.0	311.0	326.0	422.0	567.0	452.0	0.0	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]
K01604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	methylmalonyl-CoA decarboxylase alpha chain [EC:4.1.1.41]
K01605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	methylmalonyl-CoA decarboxylase beta chain [EC:4.1.1.41]
K01602	16.0	27.0	19.0	26.0	81.0	36.0	0.0	ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]
K01601	69.0	83.0	66.0	107.0	150.0	96.0	0.0	ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]
K03750	862.0	922.0	849.0	1363.0	1539.0	1155.0	0.0	molybdopterin biosynthesis protein MoeA
K01609	655.0	691.0	622.0	969.0	1120.0	824.0	0.0	indole-3-glycerol phosphate synthase [EC:4.1.1.48]
K02553	40.0	29.0	29.0	75.0	83.0	52.0	0.0	regulator of ribonuclease activity A
K02804	34.0	24.0	25.0	41.0	74.0	58.0	0.0	PTS system, N-acetylglucosamine-specific IIC component
K02551	309.0	250.0	214.0	443.0	410.0	315.0	0.0	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]
K02806	203.0	256.0	236.0	242.0	560.0	332.0	0.0	PTS system, nitrogen regulatory IIA component [EC:2.7.1.69]
K02557	679.0	805.0	747.0	1077.0	1211.0	867.0	0.0	chemotaxis protein MotB
K02800	21.0	14.0	30.0	21.0	67.0	45.0	0.0	PTS system, mannitol-specific IIC component
K05275	6.0	12.0	7.0	7.0	14.0	11.0	0.0	pyridoxine 4-dehydrogenase [EC:1.1.1.65]
K02802	1.0	2.0	2.0	0.0	5.0	0.0	0.0	PTS system, N-acetylglucosamine-specific IIA component [EC:2.7.1.69]
K13300	2.0	5.0	10.0	15.0	10.0	5.0	0.0	cytochrome c550
K02558	199.0	254.0	250.0	297.0	425.0	268.0	0.0	UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.-]
K02809	0.0	1.0	1.0	1.0	2.0	0.0	0.0	PTS system, sucrose-specific IIB component [EC:2.7.1.69]
K02808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PTS system, sucrose-specific IIA component [EC:2.7.1.69]
K03600	14.0	16.0	18.0	10.0	55.0	25.0	0.0	stringent starvation protein B
K03601	663.0	677.0	609.0	949.0	1099.0	832.0	0.0	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]
K03602	619.0	620.0	550.0	906.0	1004.0	756.0	0.0	exodeoxyribonuclease VII small subunit [EC:3.1.11.6]
K03603	3.0	3.0	7.0	13.0	13.0	4.0	0.0	GntR family transcriptional regulator, negative regulator for fad regulon and positive regulator of fabA
K03604	109.0	70.0	24.0	106.0	60.0	47.0	0.0	LacI family transcriptional regulator, purine nucleotide synthesis repressor
K03605	57.0	86.0	59.0	100.0	135.0	71.0	0.0	hydrogenase 1 maturation protease [EC:3.4.24.-]
K03606	35.0	39.0	52.0	33.0	156.0	76.0	0.0	putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
K03607	2.0	0.0	1.0	3.0	11.0	2.0	0.0	ProP effector
K03608	106.0	76.0	80.0	104.0	192.0	152.0	0.0	cell division topological specificity factor
K03609	149.0	106.0	113.0	156.0	255.0	216.0	0.0	septum site-determining protein MinD
K06078	1.0	0.0	1.0	1.0	11.0	1.0	0.0	murein lipoprotein
K06079	2.0	0.0	0.0	0.0	8.0	0.0	0.0	copper homeostasis protein (lipoprotein)
K09710	658.0	678.0	609.0	975.0	1067.0	808.0	0.0	ribosome-associated protein; hypothetical protein
K09711	4.0	5.0	7.0	7.0	18.0	7.0	0.0	hypothetical protein
K09712	1.0	0.0	2.0	1.0	7.0	0.0	0.0	hypothetical protein
K06073	1.0	0.0	0.0	0.0	8.0	0.0	0.0	vitamin B12 transport system permease protein
K06074	1.0	0.0	0.0	0.0	8.0	0.0	0.0	vitamin B12 transport system ATP-binding protein [EC:3.6.3.33]
K06075	52.0	43.0	50.0	43.0	113.0	69.0	0.0	MarR family transcriptional regulator, transcriptional regulator for hemolysin
K06076	143.0	154.0	159.0	163.0	382.0	242.0	0.0	long-chain fatty acid transport protein
K06077	18.0	18.0	19.0	17.0	78.0	44.0	0.0	outer membrane lipoprotein SlyB
K06382	46.0	19.0	19.0	43.0	50.0	79.0	0.0	stage II sporulation protein E [EC:3.1.3.16]
K06383	22.0	19.0	19.0	42.0	47.0	40.0	0.0	stage II sporulation protein GA (sporulation sigma-E factor processing peptidase) [EC:3.4.23.-]
K06380	0.0	1.0	0.0	1.0	1.0	0.0	0.0	stage II sporulation protein B
K06381	229.0	229.0	163.0	373.0	368.0	270.0	0.0	stage II sporulation protein D
K06386	2.0	7.0	12.0	18.0	14.0	7.0	0.0	stage II sporulation protein Q
K06387	33.0	19.0	20.0	42.0	48.0	49.0	0.0	stage II sporulation protein R
K06384	19.0	23.0	21.0	50.0	56.0	33.0	0.0	stage II sporulation protein M
K06385	56.0	30.0	31.0	68.0	71.0	92.0	0.0	stage II sporulation protein P
K06388	0.0	0.0	0.0	0.0	1.0	0.0	0.0	stage II sporulation protein SA
K06389	0.0	0.0	0.0	0.0	1.0	0.0	0.0	stage II sporulation protein SB
K12466	101.0	122.0	104.0	223.0	178.0	137.0	0.0	(+)-trans-carveol dehydrogenase [EC:1.1.1.275]
K12468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	phenylacrylic acid decarboxylase [EC:4.1.1.-]
K07657	289.0	365.0	323.0	500.0	662.0	390.0	0.0	two-component system, OmpR family, phosphate regulon response regulator PhoB
K07656	1.0	2.0	0.0	16.0	1.0	0.0	0.0	two-component system, OmpR family, sensor histidine kinase TrcS [EC:2.7.13.3]
K07655	5.0	7.0	4.0	18.0	23.0	4.0	0.0	two-component system, OmpR family, sensor histidine kinase PrrB [EC:2.7.13.3]
K07654	148.0	149.0	155.0	296.0	270.0	214.0	0.0	two-component system, OmpR family, sensor histidine kinase MtrB [EC:2.7.13.3]
K07653	183.0	195.0	162.0	418.0	300.0	246.0	0.0	two-component system, OmpR family, sensor histidine kinase MprB [EC:2.7.13.3]
